Name,Industry
Fate Therapeutics,Pharma & Healthcare
Fate Therapeutics,Pharma & Healthcare
Faurecia,Others
FAW Car,Manufacturing
FB Financial,Banks & Finance
FB Financial,Banks & Finance
FC Porto,Others
FDC India,Pharma & Healthcare
Federal Agricultural Mortgage,Banks & Finance
Federal Bank,Banks & Finance
Federal Bank,Banks & Finance
Federal Realty Investment Trust,Construction & Real Estate
Federal Signal,Others
Federal-Mogul Goetze,Others
Federated Hermes,Others
FedEx,Courier & transportation
FedEx,Courier & transportation
FedNat Holding Company,Banks & Finance
Ferguson,Construction & Real Estate
Ferrari,Manufacturing
Ferrari,Manufacturing
Ferro,Others
Ferroglobe,Others
Ferrovial,Others
FGI Industries,Manufacturing
FibroGen,Others
FICO,Tech & Software
FICO,Tech & Software
Fidelity National Financial,Banks & Finance
Fidelity National Information Services,Banks & Finance
Fidelity National Information Services,Tech & Software
Fielmann,Others
Fiesta Restaurant Group,Food
Fiesta Restaurant Group,Food
Fifth Third Bank,Banks & Finance
Fifth Third Bank,Banks & Finance
FIGS,Pharma & Healthcare
FIGS,Consumer Goods & Clothing
Fila,Consumer Goods & Clothing
Filatex India,Others
Financial Institutions,Banks & Finance
Financial Institutions,Banks & Finance
Fine Organics,Food
FinecoBank,Banks & Finance
FingerMotion,Banks & Finance
Finnair,Courier & transportation
Finnair,Courier & transportation
Finolex Cables,Others
Finolex Industries,Manufacturing
FinWise Bancorp,Banks & Finance
FinWise Bancorp,Banks & Finance
First Advantage,Tech & Software
First American,Others
First Bancorp,Banks & Finance
First Bancorp,Banks & Finance
First Bancorp,Banks & Finance
First Bancorp,Banks & Finance
First Busey,Banks & Finance
First Busey,Banks & Finance
First Business Financial Services,Banks & Finance
First Citizens BancShares,Others
First Commonwealth Financial Corp,Banks & Finance
First Commonwealth Financial Corp,Banks & Finance
First Financial,Banks & Finance
First Financial Bank,Banks & Finance
First Financial Bank,Banks & Finance
First Financial Bankshares,Banks & Finance
First Financial Holding,Banks & Finance
First Financial Holding,Banks & Finance
First Foundation,Banks & Finance
First Foundation,Banks & Finance
First Guaranty Bancshares,Banks & Finance
First Guaranty Bancshares,Banks & Finance
First Hawaiian Bank,Banks & Finance
First Horizon National,Others
First Industrial Realty Trust,Construction & Real Estate
First International Bank of Israel,Banks & Finance
First International Bank of Israel,Banks & Finance
First Internet Bancorp,Banks & Finance
First Interstate BancSystem,Banks & Finance
First Interstate BancSystem,Banks & Finance
First Majestic Silver,"Oil, Gas & Mining"
First Merchants Corporation,Banks & Finance
First Merchants Corporation,Banks & Finance
First Mid-Illinois Bancshares,Banks & Finance
First Mid-Illinois Bancshares,Banks & Finance
First Midwest Bancorp,Banks & Finance
First Midwest Bancorp,Banks & Finance
First National of Nebraska,Banks & Finance
First National of Nebraska,Banks & Finance
First Northwest Bancorp,Others
First Quantum Minerals,"Oil, Gas & Mining"
First Republic Bank,Banks & Finance
First Republic Bank,Banks & Finance
First Solar,Others
FirstCash,Others
FirstEnergy,Electricity
FirstRand,Banks & Finance
FirstRand,Banks & Finance
FirstService,Others
Fiserv,Banks & Finance
Fiserv,Tech & Software
Fisher & Paykel Healthcare,Pharma & Healthcare
Fiskars,Others
Fisker,Manufacturing
Five Below,Others
Five9,Tech & Software
Five9,Tech & Software
Fiverr,Tech & Software
Flagstar Bank,Banks & Finance
flatexDEGIRO AG,Banks & Finance
Fleetcor,Banks & Finance
Fletcher Building,Construction & Real Estate
Flex,Others
Flex Lng,Courier & transportation
Flexsteel Industries,Manufacturing
Floor &amp; Decor,Others
Flotek Industries,Manufacturing
Flowers Foods,Food
Flowserve,Others
Fluence Energy,Others
Fluent,Others
Fluidra,Others
Fluor Corporation,Others
Flushing Financial Corp,Banks & Finance
Flushing Financial Corp,Banks & Finance
Flutter Entertainment,Entertainment
Flywire,Banks & Finance
Flywire,Tech & Software
FMC,Chemicals
Fnac Darty,Retail
Focus Financial Partners,Banks & Finance
Focus Home Interactive,Tech & Software
Focus Home Interactive,Entertainment
Focus Universal,Tech & Software
Fomento de Construcciones y Contratas,Construction & Real Estate
Fomento EconÛmico Mexicano,Food
Fomento EconÛmico Mexicano,Others
Fonar Corporation,Others
Fonterra,Food
Foot Locker,Retail
Force Motors,Others
Ford,Manufacturing
Ford,Manufacturing
Foresight Autonomous Holdings,Tech & Software
Foresight Autonomous Holdings,Tech & Software
Forestar Group,Construction & Real Estate
ForgeRock,Tech & Software
ForgeRock,Tech & Software
FormFactor,Others
Formosa Chemicals &amp; Fibre,Chemicals
Formosa Petrochemical,"Oil, Gas & Mining"
Formosa Plastics,Chemicals
Formosa Sumco Technology,Tech & Software
Formosa Sumco Technology,Tech & Software
Formosa Taffeta,"Oil, Gas & Mining"
Formula One Group,Others
Formula Systems,Others
Forrester Research,Tech & Software
Forterra,Manufacturing
Fortescue,"Oil, Gas & Mining"
Fortinet,Tech & Software
Fortinet,Tech & Software
Fortis,Others
Fortis Healthcare,Pharma & Healthcare
Fortive,Others
Fortress Biotech,Pharma & Healthcare
Fortress Biotech,Pharma & Healthcare
Fortress Transportation,Courier & transportation
Fortum,Others
Fortuna Silver Mines,"Oil, Gas & Mining"
Fortune Brands Home &amp; Security,Others
Fortune REIT,Construction & Real Estate
Fortune REIT,Banks & Finance
Forum Energy Technologies,"Oil, Gas & Mining"
Forward Air,Others
Foseco India,Chemicals
Foshan Haitian Flavouring and Food,Food
Fosun,Manufacturing
Four Corners Property Trust,Others
Fox Corporation,Media & telecommunication
Fox Factory Holding,Others
Foxconn,Tech & Software
Foxconn,Manufacturing
Foxconn Industrial Internet,Tech & Software
Fran√ßaise des Jeux,Entertainment
Franchise Group,Retail
Franco-Nevada,"Oil, Gas & Mining"
Franco-Nevada,Banks & Finance
Franklin Electric,Others
Franklin Resources,Banks & Finance
Franklin Street Properties,Construction & Real Estate
Franklin Street Properties,Banks & Finance
Frank's International,"Oil, Gas & Mining"
Fraport,Courier & transportation
Frasers Logistics &amp; Industrial Trust,Construction & Real Estate
Frasers Logistics &amp; Industrial Trust,Banks & Finance
Freddie Mac,Construction & Real Estate
Freedom Holding,Banks & Finance
Freenet,Others
Freeport-McMoRan,"Oil, Gas & Mining"
FreightCar America,Others
Freightways,Courier & transportation
Frequency Therapeutics,Pharma & Healthcare
Frequency Therapeutics,Pharma & Healthcare
Fresenius,Others
Fresenius Medical Care,Others
Fresh Del Monte Produce,Food
Fresh Vine Wine,Food
Fresh Vine Wine,Alcohol & Tobacco
Freshpet,Others
Freshworks,Tech & Software
Freshworks,Tech & Software
Fresnillo,Others
FREYR Battery,Electricity
Frontdoor,Others
Frontier Airlines,Courier & transportation
Frontier Airlines,Courier & transportation
Frontier Communications,Media & telecommunication
Frontier Developments,Tech & Software
Frontier Developments,Entertainment
Frontline,"Oil, Gas & Mining"
Frontline,Courier & transportation
FRP Holdings,Others
FS KKR Capital,Others
FTI Consulting,Others
FTS International,"Oil, Gas & Mining"
Fubon Financial,Banks & Finance
Fubon Financial,Banks & Finance
fuboTV,Media & telecommunication
Fuchs Petrolub,"Oil, Gas & Mining"
Fuchs Petrolub,Chemicals
FuelCell Energy,Others
Fujifilm,Manufacturing
Fujitsu,Manufacturing
Fulgent Genetics,Pharma & Healthcare
Full House Resorts,Entertainment
Full Truck Alliance,Courier & transportation
Fulton Financial,Banks & Finance
Funko,Manufacturing
Futu Holdings,Banks & Finance
Futu Holdings,Tech & Software
Future Retail,Retail
Future Supply Chain Solutions,Others
G1 Therapeutics,Pharma & Healthcare
G1 Therapeutics,Pharma & Healthcare
G8 Education,Others
Gabriel India,Others
GAG Immobilien,Construction & Real Estate
Gaia,Media & telecommunication
GAIL,"Oil, Gas & Mining"
Galapagos NV,Others
Galaxy Digital Holdings,Banks & Finance
Galaxy Entertainment,Entertainment
Galaxy Surfactants,Chemicals
Galectin Therapeutics,Pharma & Healthcare
Galicia Financial Group,Banks & Finance
Gallantt Ispat,Others
Galmed Pharmaceuticals,Pharma & Healthcare
Galp Energia,"Oil, Gas & Mining"
GAMCO Investors,Banks & Finance
GAMCO Investors,Banks & Finance
GameStop,Retail
Gaming and Leisure Properties,Others
GAN,Entertainment
Gannett,Media & telecommunication
Gaotu Techedu,Others
Gap Inc.,Retail
Gap Inc.,Consumer Goods & Clothing
GarantiBank,Banks & Finance
GarantiBank,Banks & Finance
Garmin,Manufacturing
Garrett Motion,Others
Gartner,Tech & Software
GasLog,"Oil, Gas & Mining"
GasLog,Courier & transportation
GasLog Partners,"Oil, Gas & Mining"
GasLog Partners,Courier & transportation
Gates Industrial Corp,Manufacturing
Gateway Distriparks,Courier & transportation
Gateway Real Estate,Construction & Real Estate
Gati,Courier & transportation
Gatos Silver,"Oil, Gas & Mining"
GATX,Others
Gazprom,"Oil, Gas & Mining"
GBL,Others
GCI Liberty,Others
GCP Applied Technologies,Manufacturing
GDS Holdings,Others
GE Power India,Others
GEA Group,Others
Geberit,Others
Gecina,Others
geechs,Tech & Software
geechs,Entertainment
Geely,Manufacturing
Geely,Manufacturing
Gelsenwasser,Others
Genco Shipping &amp; Trading,Courier & transportation
Gencor Industries,Manufacturing
Generac Power Systems,Others
General Dynamics,Manufacturing
General Electric,Manufacturing
General Insurance Corporation of India,Banks & Finance
General Mills,Food
General Motors,Manufacturing
General Motors,Manufacturing
Generali,Banks & Finance
Generation Bio,Pharma & Healthcare
Generation Bio,Pharma & Healthcare
Genesco,Retail
Genesis Energy,"Oil, Gas & Mining"
Genesis Energy,Electricity
Genesis Energy  L.P.,"Oil, Gas & Mining"
Genesis Energy  L.P.,Courier & transportation
Genesis HealthCare,Pharma & Healthcare
Genetic Technologies,Pharma & Healthcare
Genie Energy,"Oil, Gas & Mining"
Genius Brands,Entertainment
Genius Sports,Tech & Software
Genius Sports,Tech & Software
Genmab,Pharma & Healthcare
Genmab,Pharma & Healthcare
Genocea Biosciences,Pharma & Healthcare
Genocea Biosciences,Pharma & Healthcare
Genpact,Tech & Software
Genpact,Tech & Software
Genprex,Pharma & Healthcare
Genscript Biotech,Pharma & Healthcare
Gentex,Others
Gentherm,Others
Genting Singapore,Others
Genuine Parts Company,Manufacturing
Genworth Financial,Banks & Finance
Geo Group,Construction & Real Estate
Geo Group,Banks & Finance
Geojit Financial Services,Banks & Finance
Geopark,"Oil, Gas & Mining"
George Weston,Others
Geospace Technologies,Tech & Software
Geospace Technologies,Manufacturing
Geospace Technologies,Manufacturing
GEOX,Consumer Goods & Clothing
Gerdau,"Oil, Gas & Mining"
Geron,Pharma & Healthcare
Geron,Pharma & Healthcare
Gerresheimer,Others
Getinge,Others
Getlink,Courier & transportation
Getlink,Courier & transportation
Getty Realty,Construction & Real Estate
Getty Realty,Banks & Finance
Gevo,Others
GFL Environmental,Others
Gibraltar Industries,Manufacturing
Gibson Energy,"Oil, Gas & Mining"
G-III Apparel Group,Retail
G-III Apparel Group,Consumer Goods & Clothing
Gilat Telecom,Media & telecommunication
Gildan,Others
Gilead Sciences,Pharma & Healthcare
Gilead Sciences,Pharma & Healthcare
Ginkgo Bioworks,Pharma & Healthcare
Ginkgo Bioworks,Pharma & Healthcare
GitLab,Tech & Software
GitLab,Tech & Software
Givaudan,Consumer Goods & Clothing
Gjensidige Forsikring,Banks & Finance
Glacier Bancorp,Banks & Finance
Glacier Bancorp,Banks & Finance
Gladstone Capital,Banks & Finance
Gladstone Capital,Banks & Finance
Gladstone Commercial,Construction & Real Estate
Gladstone Commercial,Banks & Finance
Gladstone Investment,Banks & Finance
Gladstone Land,Construction & Real Estate
Gladstone Land,Banks & Finance
Gland Pharma,Pharma & Healthcare
Gland Pharma,Pharma & Healthcare
Glatfelter,Others
Glaukos,Pharma & Healthcare
Glaukos,Pharma & Healthcare
GlaxoSmithKline,Pharma & Healthcare
GlaxoSmithKline,Pharma & Healthcare
Glencore,"Oil, Gas & Mining"
Glenmark Pharmaceuticals,Pharma & Healthcare
Global Blood Therapeutics,Others
Global Blue Group,Banks & Finance
Global Cord Blood,Pharma & Healthcare
Global Industrial Company,Manufacturing
Global Medical REIT,Construction & Real Estate
Global Medical REIT,Banks & Finance
Global Net Lease,Others
Global Payments,Banks & Finance
Global Payments,Tech & Software
Global-e,Tech & Software
Global-e,Tech & Software
GlobalFoundries,Tech & Software
GlobalFoundries,Tech & Software
Globalstar,Media & telecommunication
Globalstar,Manufacturing
GlobalWafers,Tech & Software
GlobalWafers,Tech & Software
Globant,Tech & Software
Globant,Tech & Software
Globe Life,Banks & Finance
Globus Medical,Pharma & Healthcare
GLP J-REIT,Construction & Real Estate
GLP J-REIT,Banks & Finance
GlycoMimetics,Pharma & Healthcare
GlycoMimetics,Pharma & Healthcare
GMO Payment Gateway,Banks & Finance
GMR Group,Others
GMS,Others
GN Store Nord,Pharma & Healthcare
GoDaddy,Tech & Software
Godawari Power &amp; Ispat,Others
Godrej,Manufacturing
Godrej Properties,Construction & Real Estate
Gogo Inflight Internet,Media & telecommunication
GoHealth,Banks & Finance
GOL Airlines,Courier & transportation
GOL Airlines,Courier & transportation
Golar LNG,"Oil, Gas & Mining"
Golar LNG Partners,"Oil, Gas & Mining"
Gold Fields,"Oil, Gas & Mining"
Gold Royalty Corp,Others
Golden Entertainment,Entertainment
Golden Minerals,"Oil, Gas & Mining"
Golden Ocean Group,Courier & transportation
Goldman Sachs,Banks & Finance
Goldman Sachs,Banks & Finance
Goodman Group,Construction & Real Estate
Goodman Group,Banks & Finance
Goodman Property Trust,Construction & Real Estate
Goodman Property Trust,Banks & Finance
GoodRx,Pharma & Healthcare
Goodyear,Others
Goosehead Insurance,Banks & Finance
GoPro,Others
Gorman-Rupp,Others
Gossamer Bio,Pharma & Healthcare
Gossamer Bio,Pharma & Healthcare
GPA,Others
Gra√±a y Montero,Construction & Real Estate
Gra√±a y Montero,Construction & Real Estate
Grab Holdings,Food
Grab Holdings,Tech & Software
Graco,Others
GrafTech,Others
Graham Corporation,Others
Graham Holdings,Media & telecommunication
Gran Tierra Energy,"Oil, Gas & Mining"
Grand Canyon Education,Others
GrandVision,Others
Granite Construction,Construction & Real Estate
Granite Point Mortgage Trust,Construction & Real Estate
Granite Point Mortgage Trust,Banks & Finance
Graphic Packaging,Manufacturing
Graphite Bio,Pharma & Healthcare
Graphite Bio,Pharma & Healthcare
Graphite India,Others
Grasim Industries,Manufacturing
Gravity Co.,Tech & Software
Gravity Co.,Entertainment
Gray Television,Media & telecommunication
Grayscale Bitcoin Trust,Banks & Finance
Great Eagle,Construction & Real Estate
Great Eastern,Others
Great Elm Capital,Banks & Finance
Great Elm Capital,Banks & Finance
Great Lakes Dredge &amp; Dock Corp.,Others
Great Panther Mining,"Oil, Gas & Mining"
Great Wall Motors,Manufacturing
Great Wall Motors,Manufacturing
Great Western Bank,Banks & Finance
Great Western Bank,Banks & Finance
Great-West Lifeco,Banks & Finance
Gree,Tech & Software
Gree,Entertainment
Gree,Media & telecommunication
Gree Electric Appliances,Manufacturing
Green Brick Partners,Construction & Real Estate
Green Dot,Others
Green Plains,Others
Green Plains Partners,"Oil, Gas & Mining"
Green Plains Partners,Courier & transportation
Green Thumb Industries,Manufacturing
Greene County Bancorp,Banks & Finance
Greene County Bancorp,Banks & Finance
Greenhill,Banks & Finance
Greenhill,Banks & Finance
Greenhill,Banks & Finance
Greenidge Generation Holdings,Tech & Software
Greenlam Industries,Manufacturing
Greenlane,Others
GreenLight Biosciences,Pharma & Healthcare
Greenlight Reinsurance,Banks & Finance
Greenpanel Industries,Manufacturing
Greenply,Others
GreenPower Motor Company,Manufacturing
GreenSky,Banks & Finance
GreenTree Hospitality,Others
Greif,Manufacturing
Grendene,Others
Grenke,Banks & Finance
Grid Dynamics,Tech & Software
Grid Dynamics,Tech & Software
Griffon Corporation,Manufacturing
Grifols,Others
Grindwell Norton,Others
Grocery Outlet,Others
Grom Social Enterprises,Tech & Software
Grom Social Enterprises,Entertainment
Grom Social Enterprises,Media & telecommunication
Group 1 Automotive,Manufacturing
Groupe Lagard√®re,Entertainment
Groupe Lagard√®re,Media & telecommunication
